n_qubits,gs_sparsity,ham_sparsity,overlap,actual_overlap,Q_frac,Q_int,epsilon,seed,dim,gs_support_size,ham_nnz,gap,true_ground_energy,krab_final_energy,krab_rel_error_final,krab_final_subspace,krab_iterations_run,krab_max_iterations,krab_native_converged,krab_iter_to_target,krab_subspace_at_target,krab_n_states_to_target,krab_walltime_s,skqd_best_t,skqd_best_n_states_to_target,skqd_any_converged,skqd_best_final_energy,skqd_walltime_s,rand_median_n_states_to_target,rand_min_n_states_to_target,n_random_paths,krab_beats_skqd,advantage_ratio
6,0.25,0.1,0.8,0.27753131564596295,0.2,13,0.0001,42,64,17,602,1.0,-4.999999999999994,-4.819276486239382,0.03614470275212232,14,41,41,False,nan,nan,nan,0.0281275340821594,0.8,24,True,-5.000000000000049,2.3289109468460083,62.0,61,20,False,0.0
6,0.25,0.1,0.8,0.27753131564596295,0.2,13,1e-05,42,64,17,602,1.0,-4.999999999999994,-4.999999999999999,1.0658141036401516e-15,17,7,41,True,5,21,16,0.006641181884333491,1.0,24,True,-5.000000000000031,2.2465452468022704,61.0,54,20,True,1.5
6,0.25,0.25,0.8,0.27753131564596295,0.2,13,1e-07,42,64,17,1200,1.0,-4.999999999999987,-4.999999999999999,2.4868995751603572e-15,17,5,41,True,3,31,16,0.006119597936049104,0.3,28,True,-5.0000000000000515,1.6738933909218758,63.0,52,20,True,1.75
6,0.25,0.25,0.8,0.27753131564596295,0.2,13,1e-06,42,64,17,1200,1.0,-4.999999999999987,-4.999999999999999,2.4868995751603572e-15,17,5,41,True,3,26,16,0.005575672956183553,0.3,21,True,-5.000000000000038,1.6823985048104078,63.0,49,20,True,1.3125
6,0.25,0.25,0.8,0.27753131564596295,0.2,13,1e-05,42,64,17,1200,1.0,-4.999999999999987,-4.999999999999997,2.1316282072803064e-15,17,5,41,True,3,18,16,0.0051898101810365915,0.8,27,True,-5.00000000000005,1.6803659920115024,61.5,52,20,True,1.6875
6,0.25,0.25,0.8,0.27753131564596295,0.2,13,0.0001,42,64,17,1200,1.0,-4.999999999999987,-4.959955964139057,0.008008807172185883,15,41,41,False,nan,nan,nan,0.03127233893610537,0.3,25,True,-5.000000000000041,1.7212117270100862,62.0,53,20,False,0.0
6,0.25,0.25,0.5,0.27753131564596295,0.2,13,1e-07,42,64,17,1200,1.0,-4.999999999999987,-4.999999999999999,2.4868995751603572e-15,17,5,41,True,3,31,16,0.005948733072727919,0.4,25,True,-5.000000000000044,1.6671814401634037,61.5,41,20,True,1.5625
6,0.25,0.25,0.5,0.27753131564596295,0.2,13,1e-06,42,64,17,1200,1.0,-4.999999999999987,-4.999999999999999,2.4868995751603572e-15,17,5,41,True,3,26,16,0.005698665045201778,1.0,22,True,-5.00000000000005,1.6881560920737684,61.5,56,20,True,1.375
6,0.25,0.5,0.5,0.27753131564596295,0.2,13,1e-07,42,64,17,2178,1.0,-5.000000000000017,-5.000000000000001,3.19744231092044e-15,17,4,41,True,3,26,17,0.005457231076434255,0.4,27,True,-5.000000000000025,1.3392518779728562,62.0,54,20,True,1.588235294117647
6,0.25,0.5,0.5,0.27753131564596295,0.2,13,1e-06,42,64,17,2178,1.0,-5.000000000000017,-5.000000000000001,3.19744231092044e-15,17,4,41,True,3,20,17,0.0052582628559321165,0.6,26,True,-5.000000000000021,1.3422747310250998,63.0,45,20,True,1.5294117647058822
